dataset_id,subject,raw_file,window_seconds,window_index,start_seconds,task_condition,task_annotation,trained_on_dataset,assigned_state,posterior_confidence,log_likelihood,low_confidence_unknown
eegmmidb,S001,data/eegmmidb/S001/S001R01.edf,8,0,0.0,eyes_open_rest,T0,ds005284,0,1.0,-48.03500348835317,True
eegmmidb,S001,data/eegmmidb/S001/S001R01.edf,8,1,8.0,eyes_open_rest,T0,ds005284,0,1.0,-41.01038021781136,True
eegmmidb,S001,data/eegmmidb/S001/S001R01.edf,8,2,16.0,eyes_open_rest,T0,ds005284,0,1.0,-46.32259576954023,True
eegmmidb,S001,data/eegmmidb/S001/S001R01.edf,8,3,24.0,eyes_open_rest,T0,ds005284,0,1.0,-48.838395007981504,True
eegmmidb,S001,data/eegmmidb/S001/S001R01.edf,8,4,32.0,eyes_open_rest,T0,ds005284,0,0.9999999999999929,-44.4916838786827,True
eegmmidb,S001,data/eegmmidb/S001/S001R01.edf,8,5,40.0,eyes_open_rest,T0,ds005284,0,1.0,-42.082175122995324,True
eegmmidb,S001,data/eegmmidb/S001/S001R01.edf,8,6,48.0,eyes_open_rest,T0,ds005284,0,1.0,-43.90680619588914,True
eegmmidb,S001,data/eegmmidb/S001/S001R02.edf,8,0,0.0,eyes_closed_rest,T0,ds005284,0,0.999998838330178,-128.6059119587382,True
eegmmidb,S001,data/eegmmidb/S001/S001R02.edf,8,1,8.0,eyes_closed_rest,T0,ds005284,2,0.9999999999941167,-153.30651255573005,True
eegmmidb,S001,data/eegmmidb/S001/S001R02.edf,8,2,16.0,eyes_closed_rest,T0,ds005284,2,1.0,-158.46974504662904,True
eegmmidb,S001,data/eegmmidb/S001/S001R02.edf,8,3,24.0,eyes_closed_rest,T0,ds005284,2,1.0,-228.83108779948492,True
eegmmidb,S001,data/eegmmidb/S001/S001R02.edf,8,4,32.0,eyes_closed_rest,T0,ds005284,2,1.0,-165.28288197048727,True
eegmmidb,S001,data/eegmmidb/S001/S001R02.edf,8,5,40.0,eyes_closed_rest,T0,ds005284,2,1.0,-236.63185368817943,True
eegmmidb,S001,data/eegmmidb/S001/S001R02.edf,8,6,48.0,eyes_closed_rest,T0,ds005284,2,1.0,-216.85582962751795,True
eegmmidb,S001,data/eegmmidb/S001/S001R03.edf,8,0,0.0,motor_execution,T0,ds005284,0,1.0,-35.312692850111134,True
eegmmidb,S001,data/eegmmidb/S001/S001R03.edf,8,1,8.0,motor_execution,T0,ds005284,0,1.0,-48.44818971646596,True
eegmmidb,S001,data/eegmmidb/S001/S001R03.edf,8,2,16.0,motor_execution,T0,ds005284,0,1.0,-38.11964829990943,True
eegmmidb,S001,data/eegmmidb/S001/S001R03.edf,8,3,24.0,motor_execution,T0,ds005284,0,1.0,-43.59301035427385,True
eegmmidb,S001,data/eegmmidb/S001/S001R03.edf,8,4,32.0,motor_execution,T0,ds005284,0,1.0,-41.05702440375596,True
eegmmidb,S001,data/eegmmidb/S001/S001R03.edf,8,5,40.0,motor_execution,T0,ds005284,0,1.0,-45.149943106258085,True
eegmmidb,S001,data/eegmmidb/S001/S001R03.edf,8,6,48.0,motor_execution,T0,ds005284,0,1.0,-37.062278789981235,True
eegmmidb,S001,data/eegmmidb/S001/S001R03.edf,8,7,56.0,motor_execution,T0,ds005284,0,1.0,-45.445757866134244,True
